NO_PRODUK,NO_PELANGGAN,NO_WAKTU,JUMLAH_PENJUALAN
50760,531610,104,10
51005,,78,12
51025,,78,12
51035,,78,12
51040,,78,12
51045,,78,12
51055,,78,12
51695,,78,1
51725,,78,5
50955,518520,78,1
50965,518520,78,1
50970,518520,78,1
51245,518520,78,2
51775,518520,78,6
51855,518520,78,6
50550,,78,3
50600,,78,3
50550,504630,78,6
50600,504630,78,6
50550,,78,3
50600,,78,9
51005,501500,78,12
51010,501500,78,12
51015,501500,78,12
51035,501500,78,12
51045,501500,78,12
51055,501500,78,12
50155,533620,78,2
50165,533620,78,2
50475,533620,78,1
50485,533620,78,1
50945,533620,78,3
50955,533620,78,1
50965,533620,78,1
50970,533620,78,1
51830,533620,78,2
51855,533620,78,4
51875,533620,78,2
50550,,78,1
50600,,78,1
50730,,78,3
50740,,78,3
50750,,78,3
52055,,78,3
52065,,78,3
52075,,78,3
50550,520870,78,1
50940,504740,78,2
50950,504740,78,2
50960,504740,78,2
51640,504740,78,1
51645,504740,78,1
51650,504740,78,1
51775,504740,78,3
51855,504740,78,6
51915,504740,78,3
51930,504740,78,4
51940,504740,78,4
51950,504740,78,4
50410,517070,78,3
50420,517070,78,3
51800,517070,78,4
51830,517070,78,4
51875,517070,78,4
52190,517070,78,12
50940,,78,2
50950,,78,2
50955,,78,2
50960,,78,2
50965,,78,2
50970,,78,2
51775,,78,6
51855,,78,6
52190,,78,6
50165,518880,78,1
51685,518880,78,2
50730,507170,78,4
50740,507170,78,6
52150,547650,78,1
52170,547650,78,1
50455,,78,1
50740,,78,6
50750,,78,5
50145,,78,1
50155,,78,1
50165,,78,1
50740,,78,3
51685,,78,1
51695,,78,1
51795,544090,78,3
51800,544090,78,3
51830,544090,78,3
51855,544090,78,6
51870,544090,78,3
51875,544090,78,3
51930,544090,78,3
51950,544090,78,3
52190,544090,78,12
50155,,78,1
50165,,78,1
51695,,78,1
51715,,78,2
50165,,78,1
51005,,78,12
51675,,78,1
51800,,3,4
51825,,3,3
51830,,3,4
51870,,3,3
51875,,3,4
51975,,3,2
52120,,3,3
52190,,3,12
52265,,3,3
50155,,78,1
50165,,78,1
51685,,78,1
51695,,78,1
51715,,78,3
50475,504270,78,2
50730,504270,78,12
50740,504270,78,12
50750,504270,78,12
50760,504270,78,12
51800,504270,78,2
51830,504270,78,2
51875,504270,78,2
50730,500940,78,12
50740,500940,78,12
50750,500940,78,12
50760,500940,78,12
50140,500430,78,1
50155,500430,78,2
50165,500430,78,2
50485,500430,78,1
51390,500430,78,1
51675,500430,78,1
51715,500430,78,1
50165,527830,78,3
50730,506480,78,12
50750,506480,78,12
50165,,78,1
51675,,78,1
50165,,78,1
51660,,78,1
51675,,78,1
51250,539720,78,5
50140,,78,2
51250,,78,5
51285,,78,2
51290,,78,2
51390,,78,1
52150,,78,1
52170,,78,1
50600,518110,78,1
50730,518110,78,3
50485,,78,1
50730,,78,12
50740,,78,12
50750,,78,12
50760,,78,12
51675,,78,1
50475,,78,1
50485,,78,1
51660,,78,1
51675,,78,1
50475,,78,3
50485,,78,3
51660,,78,3
51675,,78,3
50365,507870,78,12
51415,507870,78,12
51435,507870,78,12
51660,507870,78,2
51675,507870,78,2
51745,507870,78,12
51765,507870,78,12
50600,,78,2
,,78,3
50740,,78,6
51105,,78,1
51030,514170,6,1
52135,514170,6,4
52415,514170,6,1
52425,514170,6,2
52430,514170,6,1
52435,514170,6,2
52150,513870,78,2
52170,513870,78,2
51025,523820,6,12
51250,523820,6,1
51285,523820,6,1
50600,,97,2
50495,,6,1
50500,,6,1
50510,,6,1
51930,,6,2
51950,,6,1
52190,,6,6
51005,,6,12
51010,,6,12
51025,,6,12
51035,,6,12
51040,,6,12
51050,,6,12
51775,,6,3
52150,,6,1
52150,544760,78,3
52180,544760,78,3
50140,,78,2
50445,,78,5
50445,,80,3
50455,,80,2
51890,,80,2
51900,,80,5
51910,,80,5
51930,,80,1
51940,,80,1
51950,,80,1
52190,,80,12
50155,504580,80,2
50165,504580,80,2
51250,504580,80,4
51265,504580,80,2
51705,504580,80,1
51250,500240,31,1
51255,500240,31,1
51285,500240,31,1
51640,,138,1
51645,,138,2
51650,,138,1
51890,,138,2
51900,,138,2
51910,,138,2
51990,,138,2
52135,,138,3
52220,,138,3
52280,,138,3
50395,,31,2
50400,,31,1
50405,,31,1
50410,,31,1
50420,,31,1
50425,,31,1
50445,,31,2
50455,,31,1
50730,,31,2
50740,,31,2
51175,,31,1
51190,,31,1
51220,,31,1
51235,,31,1
51890,,31,2
51900,,31,3
51910,,31,3
51930,,31,2
51940,,31,2
51950,,31,3
52190,,31,12
50155,504580,31,2
50165,504580,31,1
50485,504580,31,1
51250,504580,31,3
51255,504580,31,1
51265,504580,31,3
51715,504580,31,2
52435,504580,31,1
50020,,31,2
50040,,31,1
50280,,31,2
50310,,31,3
51005,,31,12
51025,,31,2
51035,,31,5
51040,,31,5
51045,,31,12
51285,,31,2
51290,,31,2
51555,,31,2
51565,,31,2
51575,,31,2
51580,,31,2
51775,,31,1
52470,,31,1
52475,,31,1
52480,,31,1
52490,,31,1
52495,,31,1
50550,500140,2,2
51775,,2,6
51855,,2,1
51915,,2,6
51245,,2,1
51260,,2,2
51775,,2,3
51855,,2,6
51915,,2,3
52245,,2,6
50365,,94,24
50385,,94,24
51415,,94,24
51745,,94,24
51765,,94,24
50475,,104,1
50485,,104,1
51660,,104,1
51675,,104,1
51005,,104,24
51025,,104,12
51045,,104,24
51010,,104,15
50445,515110,104,1
51250,515110,104,1
51260,515110,104,1
51285,515110,104,1
51290,515110,104,1
50165,,104,1
51250,,104,1
51255,,104,1
50155,535830,104,1
50165,535830,104,1
51245,535830,104,1
51260,535830,104,1
51010,,104,12
51045,,104,12
51245,,104,1
51260,,104,3
51285,,104,1
51290,,104,1
51795,,104,4
51825,,104,4
51870,,104,4
51990,,104,1
52135,,104,1
52220,,104,1
52280,,104,1
50740,,104,3
50750,,104,3
50140,,104,2
51260,,104,1
51260,526750,104,1
51285,526750,104,1
51290,526750,104,1
51260,,104,2
50445,501730,104,3
50165,,104,1
51390,506470,6,5
51990,506470,6,6
52220,506470,6,6
52280,506470,6,6
51285,,104,1
51290,,104,1
50550,544720,104,8
50600,544720,104,4
51045,,104,12
51425,,104,12
50485,506550,104,2
51660,506550,104,1
50155,,6,5
51390,,6,10
51285,511090,15,3
51290,511090,15,1
51005,534600,104,12
51055,534600,104,12
51005,,104,12
51015,,104,12
51025,,104,12
51040,,104,12
51045,,104,12
51055,,104,12
51390,521500,104,10
50475,516280,104,1
50485,516280,104,1
51660,516280,104,1
51675,516280,104,1
51685,516280,104,1
51695,516280,104,1
51725,516280,104,5
52055,516280,104,6
52075,516280,104,6
50435,,104,1
50455,,104,2
50475,521340,15,1
50485,521340,15,1
50155,540520,104,1
51635,540520,104,1
51715,540520,104,1
51290,,104,5
51390,513010,104,20
50140,514340,104,3
51390,514340,104,2
50140,,104,2
50155,,104,2
50445,,104,12
51245,,104,2
51260,,104,2
51285,,104,5
51290,,104,5
51390,,104,2
51635,,104,1
51285,514350,104,1
51290,514350,104,1
50155,516660,6,5
51130,502700,104,1
51685,502700,104,1
51695,502700,104,1
51800,502700,104,4
51830,502700,104,4
51875,502700,104,4
52185,502700,104,12
51285,,104,2
51290,,104,2
50445,,104,12
50455,,104,12
51285,,104,5
51290,,104,5
51010,501710,104,1
51015,,104,12
51025,,104,12
51035,,104,12
51050,,104,36
50155,,104,2
50475,,104,1
50485,,104,1
51390,,104,3
51705,,104,2
51010,,104,12
51015,,104,12
51025,,104,12
51035,,104,12
51040,,104,12
51045,,104,12
52415,,104,2
52430,,104,2
52435,,104,2
50140,547790,104,5
51005,547790,104,1
51040,547790,104,1
51045,547790,104,1
51050,547790,104,1
51390,547790,104,5
51800,528600,104,4
51830,528600,104,4
51875,528600,104,4
51975,528600,104,3
52120,528600,104,3
52150,528600,104,2
52170,528600,104,2
52205,528600,104,3
52265,528600,104,3
51995,514910,104,1
52005,514910,104,2
52015,514910,104,2
52025,514910,104,2
50600,514910,104,3
,514910,104,4
50620,514910,104,2
50630,514910,104,2
50660,514910,104,3
50670,514910,104,2
50680,514910,104,4
50690,514910,104,6
50700,514910,104,2
50730,514910,104,2
50740,514910,104,3
50750,514910,104,2
50760,514910,104,3
,514910,104,3
50620,514910,104,2
50630,514910,104,2
50660,514910,104,1
50670,514910,104,2
50680,514910,104,7
50690,514910,104,7
50700,514910,104,1
50145,514910,104,1
50365,517170,2,12
50385,517170,2,12
50550,517170,2,3
50600,517170,2,3
50750,517170,2,3
50760,517170,2,6
51415,517170,2,12
51425,517170,2,12
51435,517170,2,12
51745,517170,2,12
50600,,2,2
50570,,2,1
50620,,2,6
50660,,2,6
50700,,2,6
50790,,2,6
50800,,2,4
50810,,2,6
51995,,2,6
52065,,2,12
50445,,138,2
50455,,138,3
50730,,138,2
50740,,138,2
50750,,138,2
50760,,138,2
51840,,138,2
51890,,138,2
51900,,138,5
51910,,138,5
51930,,138,2
51940,,138,2
51950,,138,2
52190,,138,12
50145,504580,138,1
50155,504580,138,2
50165,504580,138,1
51250,504580,138,9
51675,504580,138,1
51715,504580,138,1
51005,,138,12
51010,,138,12
51040,,138,12
51045,,138,9
51055,,138,6
51285,,138,2
50155,,94,2
50475,,94,3
50485,,94,3
51660,,94,3
51675,,94,3
51390,534610,15,5
50140,,94,2
51390,,94,3
51290,,94,2
51390,,15,4
51285,,15,1
51290,,15,1
50155,,94,1
50165,,94,1
50140,,15,5
51390,,15,5
51285,,94,6
50140,,94,2
50155,,94,2
50140,502050,94,10
50155,502050,94,2
50475,534030,94,1
50485,534030,94,1
51290,534030,94,1
51660,534030,94,1
51675,534030,94,1
50550,523000,94,3
50550,,94,1
50600,,94,1
51660,,94,3
51675,,94,3
50550,,94,2
50730,,94,3
50740,,94,3
50730,520720,94,4
50740,520720,94,3
50760,520720,94,3
50140,523100,94,3
50140,511040,94,2
50475,511040,94,1
51675,511040,94,1
50550,535970,94,6
50600,535970,94,6
50570,521390,94,10
50475,511580,94,3
50485,511580,94,3
51660,511580,94,1
51675,511580,94,1
50140,520280,94,2
51390,520280,94,4
50155,,94,5
51660,,94,1
51675,,94,1
50730,,6,3
50740,,6,3
51005,,6,12
51025,,6,12
51640,,6,1
51855,,6,6
51930,,6,3
51940,,6,3
51975,,6,3
52120,,6,3
51005,,6,12
51010,,6,12
51040,,6,12
51890,,6,4
51900,,6,4
51910,,6,4
50165,,94,1
51005,,94,12
51010,,94,12
51025,,94,12
51285,,94,1
51290,,94,1
50445,507630,94,2
50455,507630,94,2
50475,507630,94,2
50485,507630,94,2
51660,507630,94,2
51675,507630,94,2
50140,543300,94,20
50145,543300,94,4
50165,543300,94,5
50730,,94,4
50740,,94,4
50750,,94,4
50140,,94,2
50155,,94,1
50165,,94,1
51245,,94,1
51250,,94,2
51390,,94,2
50140,,94,5
50145,,94,1
50165,,94,1
51390,,94,5
50475,,15,1
50485,,15,1
51660,,15,1
51675,,15,1
50550,,6,6
50600,,6,18
50790,,6,10
51640,525490,12,6
51645,525490,12,6
51650,525490,12,6
51775,525490,12,7
51780,525490,12,1
51855,525490,12,4
51890,525490,12,2
51900,525490,12,2
51910,525490,12,2
51915,525490,12,3
51920,525490,12,1
51925,525490,12,4
51930,525490,12,1
51935,525490,12,4
51940,525490,12,1
51945,525490,12,4
51950,525490,12,1
51975,525490,12,1
51985,525490,12,6
52120,525490,12,1
52130,525490,12,6
52135,525490,12,1
52150,525490,12,10
52170,525490,12,10
52185,525490,12,2
52190,525490,12,2
52205,525490,12,1
52215,525490,12,6
52265,525490,12,1
52275,525490,12,6
52280,525490,12,1
51175,515960,2,3
51220,515960,2,3
50020,509270,94,3
50040,509270,94,3
50400,509270,94,3
50910,509270,94,1
50915,509270,94,2
50950,509270,94,3
51855,509270,94,3
51915,509270,94,3
52200,509270,94,3
50020,504060,2,2
50040,504060,2,2
50065,504060,2,2
51800,504060,2,4
51830,504060,2,4
51855,504060,2,3
51875,504060,2,4
51930,504060,2,3
51940,504060,2,3
51950,504060,2,3
52120,504060,2,3
52265,504060,2,3
52475,504060,2,2
52480,504060,2,2
52485,504060,2,2
50750,533890,94,6
51660,533890,94,1
51855,533890,94,6
51915,533890,94,6
52190,533890,94,6
50550,523450,94,6
51685,523450,94,1
50145,,94,1
51115,,94,2
51695,,94,1
51725,,94,1
51745,,94,12
51175,513040,94,1
51190,513040,94,1
51220,513040,94,1
51250,513040,94,5
51845,513040,94,3
51850,513040,94,3
51855,513040,94,6
52150,513040,94,2
52170,513040,94,1
52185,513040,94,12
50145,507470,2,5
50155,507470,2,10
50165,507470,2,5
50445,507470,2,120
50455,507470,2,60
50550,507470,2,5
50680,507470,2,5
50690,507470,2,5
50720,507470,2,1
50740,507470,2,5
50770,507470,2,1
51285,507470,2,50
51290,507470,2,50
50560,501100,94,2
50740,,94,6
52055,,94,3
52065,,94,3
50325,,23,3
51290,,23,1
51575,,23,3
51580,,23,3
51970,,23,4
52085,,23,6
52150,,23,1
52170,,23,1
52260,,23,4
52335,,23,6
50155,,94,2
50165,,94,2
50155,,94,1
50550,,94,2
50730,,94,6
50740,,94,6
50760,,94,6
51685,,94,1
51130,,12,2
51725,,12,5
50040,504740,94,3
50065,504740,94,3
50395,504740,94,2
50405,504740,94,2
50415,504740,94,2
51830,504740,94,6
51875,504740,94,6
51990,504740,94,1
52150,504740,94,1
52170,504740,94,1
52220,504740,94,1
50285,500360,41,3
50315,500360,41,3
50900,500360,41,2
50905,500360,41,2
50910,500360,41,2
51855,500360,41,6
51675,,6,1
51890,,6,2
51900,,6,2
51910,,6,2
51930,,6,2
51940,,6,2
51950,,6,2
52190,,6,6
50155,,94,2
50165,,94,1
51835,,85,3
51855,,85,3
52150,,85,1
52170,,85,1
50140,,94,2
51005,,94,12
51010,,94,12
51015,,94,12
51040,,94,12
51055,,94,12
51285,,94,1
51290,,94,1
52135,,94,2
52170,,94,1
52220,,94,2
51990,,94,2
52135,,94,2
52220,,94,2
52280,,94,2
51005,,94,12
51045,,94,12
51285,,94,1
51855,,94,3
51930,,94,3
52170,,94,1
51415,532760,94,12
51435,532760,94,12
51660,544170,94,1
51675,544170,94,1
51775,544170,94,3
51855,544170,94,3
51915,544170,94,3
51685,,94,1
51695,,94,1
50155,512940,12,1
50165,512940,12,1
50455,512940,12,1
51715,512940,12,1
50940,,94,1
50950,,94,1
50960,,94,1
51855,,94,6
50740,529130,94,12
51285,529130,94,2
51675,529130,94,2
50550,,94,1
50600,,94,1
51005,506360,94,12
51010,506360,94,12
51015,506360,94,12
51025,506360,94,12
51035,506360,94,12
51045,506360,94,12
50730,,94,12
51660,,94,1
51675,,94,1
51175,,94,1
51220,,94,1
51235,,94,1
51775,,94,3
51915,,94,3
52150,,94,1
52170,,94,2
51245,,12,2
51285,,12,1
51290,,12,1
50145,509280,94,2
51045,509280,94,12
51675,509280,94,2
51685,509280,94,2
50155,,94,1
50165,,94,1
51795,,10,2
51825,,10,2
51870,,10,2
52135,,10,1
52150,,10,1
52190,,10,6
52280,,10,1
50455,500100,10,2
51005,500100,10,12
51010,500100,10,12
51015,500100,10,12
51045,500100,10,12
51050,500100,10,12
51055,500100,10,12
51795,500100,10,4
51825,500100,10,4
51845,500100,10,2
51850,500100,10,1
51870,500100,10,4
51930,500100,10,4
51940,500100,10,4
51950,500100,10,4
52135,500100,10,1
52150,500100,10,1
52170,500100,10,1
52185,500100,10,12
52220,500100,10,1
50165,525480,10,1
50475,525480,10,1
50485,525480,10,1
51660,525480,10,3
51675,525480,10,3
51925,508800,10,1
51930,508800,10,2
51935,508800,10,1
51940,508800,10,2
51945,508800,10,1
51950,508800,10,2
52120,508800,10,4
52150,508800,10,2
52170,508800,10,2
52185,508800,10,12
52205,508800,10,4
52265,508800,10,4
51775,,10,6
51780,,10,3
51795,,10,4
51825,,10,4
51870,,10,4
51915,,10,6
51920,,10,3
51925,,10,2
51930,,10,2
51935,,10,2
51940,,10,2
51945,,10,2
51950,,10,2
51975,,10,2
52155,,10,1
52165,,10,1
52175,,10,1
52205,,10,2
52215,,10,1
52275,,10,1
52130,,10,1
50145,508850,10,2
50155,508850,10,1
50165,508850,10,2
51010,508850,10,12
51020,508850,10,12
51035,508850,10,12
51045,508850,10,12
51050,508850,10,12
51055,508850,10,12
51675,508850,10,1
51695,508850,10,1
52150,508850,10,2
52170,508850,10,2
52185,508850,10,12
50165,533660,10,1
50400,533660,10,2
50410,533660,10,2
50430,533660,10,2
50900,533660,10,2
50905,533660,10,2
50910,533660,10,2
51725,533660,10,5
51775,533660,10,6
51800,533660,10,4
51830,533660,10,4
51845,533660,10,3
51875,533660,10,4
51915,533660,10,6
51175,,10,3
51180,,10,3
51190,,10,2
51195,,10,4
51220,,10,3
51225,,10,3
51555,,10,6
51565,,10,6
51575,,10,6
51580,,10,6
51640,,10,1
51645,,10,1
51650,,10,1
51795,,10,4
51800,,10,4
51825,,10,4
51830,,10,4
51870,,10,4
51875,,10,4
52170,,10,2
52185,,10,12
51830,,10,6
51875,,10,6
52150,,10,1
52170,,10,1
52185,,10,12
50475,509120,6,1
51660,509120,6,1
51855,509120,6,3
51930,509120,6,1
51940,509120,6,1
51950,509120,6,1
52190,509120,6,6
52280,509120,6,1
50445,530680,94,1
52150,530680,94,1
52170,530680,94,1
51775,539060,6,6
51830,539060,6,3
51875,539060,6,3
51975,539060,6,3
52120,539060,6,3
52190,539060,6,6
52205,539060,6,3
52265,539060,6,3
50550,,94,6
50570,,94,6
50620,,94,3
50690,,94,6
50740,,94,12
50750,,94,12
50760,,94,12
52055,,94,12
52065,,94,12
52075,,94,6
52440,,94,12
50385,,94,12
50435,,94,4
50455,,94,6
51425,,94,12
51435,,94,12
,509900,94,3
50145,546300,94,1
50660,546300,94,3
51435,546300,94,12
50600,514910,94,5
,514910,94,10
50620,514910,94,10
50660,514910,94,5
50335,,94,3
50345,,94,6
50550,,94,1
50600,,94,1
50610,,94,2
50620,,94,2
50630,,94,2
50660,,94,2
50730,,94,3
50740,,94,3
50750,,94,3
50760,,94,3
52540,,94,12
50145,,94,1
50155,,94,1
50165,,94,1
50365,,94,12
50375,,94,12
50385,,94,12
50435,,94,1
50445,,94,3
50455,,94,2
50475,,94,1
50485,,94,1
51010,,94,12
51015,,94,12
51020,,94,12
51040,,94,12
51045,,94,12
51050,,94,12
51250,,94,3
51255,,94,1
51415,,94,12
51425,,94,12
51435,,94,12
51660,,94,1
51675,,94,1
51685,,94,1
51695,,94,1
51725,,94,10
50435,526370,10,1
51010,526370,10,24
51020,526370,10,24
51055,526370,10,24
51800,,10,12
51830,,10,12
51875,,10,12
52150,,10,4
52170,,10,4
52185,,10,12
51990,527900,10,2
52150,527900,10,4
52170,527900,10,4
52220,527900,10,2
52280,527900,10,2
50145,504830,10,1
50165,504830,10,1
50730,504830,10,3
50740,504830,10,6
50760,504830,10,6
51685,504830,10,1
51695,504830,10,1
51715,504830,10,1
51775,500760,10,6
51915,500760,10,6
52150,500760,10,4
52170,500760,10,4
50140,,10,5
50145,,10,2
50155,,10,5
50475,,10,1
50485,,10,1
51660,,10,2
51675,,10,2
50455,521080,10,1
50740,521080,10,6
52150,521080,10,2
52170,521080,10,2
52185,521080,10,12
51930,,10,2
51940,,10,2
51950,,10,2
51990,,10,1
52170,,10,1
52280,,10,1
50140,524550,10,1
50155,524550,10,1
51010,524550,10,12
51050,524550,10,12
51795,524550,10,2
51825,524550,10,2
51870,524550,10,2
52220,524550,10,1
52280,524550,10,1
51010,,10,12
51015,,10,12
51660,,10,1
51675,,10,1
52185,,10,12
51775,535270,10,6
51835,535270,10,6
51855,535270,10,6
51915,535270,10,6
50155,506290,10,1
50165,506290,10,1
51555,506290,10,3
51775,506290,10,3
51800,506290,10,2
51830,506290,10,2
51875,506290,10,2
51915,506290,10,3
52150,506290,10,1
52170,506290,10,1
51775,,10,6
51835,,10,6
51855,,10,6
51915,,10,6
51010,,10,12
51020,,10,12
51035,,10,12
50455,503880,10,1
51005,503880,10,12
51950,503880,10,6
52190,503880,10,6
50435,547550,10,1
50445,547550,10,2
51990,547550,10,1
52150,547550,10,1
52170,547550,10,1
52280,547550,10,1
50495,,10,2
50500,,10,2
50510,,10,2
51775,,10,3
51795,,10,2
51825,,10,2
51870,,10,2
51915,,10,3
52150,,10,1
52170,,10,1
52190,,10,6
50155,,10,2
51035,,10,12
51045,,10,12
51660,,10,1
51675,,10,1
51715,,10,1
50475,,10,1
50485,,10,1
51660,,10,1
51675,,10,1
50550,,10,1
50600,,10,1
50730,,10,3
50740,,10,3
50750,,10,3
50760,,10,3
51660,501690,10,1
51675,501690,10,1
51775,501690,10,6
51915,501690,10,6
51045,,12,12
51055,,12,12
51245,,12,1
51260,,12,1
51285,,12,2
51775,,12,3
51915,,12,3
51045,516120,10,12
51775,516120,10,3
51855,516120,10,3
50550,,10,1
50730,,10,6
50155,501690,10,1
51660,501690,10,1
51675,501690,10,1
51800,501690,10,4
51830,501690,10,4
51875,501690,10,4
52190,501690,10,12
50475,533040,10,1
50485,533040,10,1
51660,533040,10,1
51675,533040,10,1
51800,533040,10,2
51830,533040,10,2
51875,533040,10,2
50465,549200,3,1
51775,549200,3,3
51800,549200,3,4
51830,549200,3,4
51835,549200,3,1
51855,549200,3,2
51875,549200,3,4
51915,549200,3,3
52150,549200,3,1
52170,549200,3,1
52185,549200,3,12
50730,,10,6
51425,,10,36
51045,544620,10,12
51415,544620,10,24
51425,544620,10,60
51435,544620,10,24
51775,544620,10,3
50155,516380,27,3
50550,516380,27,1
50560,516380,27,1
50570,516380,27,1
51685,516380,27,5
51725,516380,27,10
50155,,10,1
50165,,10,1
50155,,10,1
51010,,10,12
51020,,10,12
51025,,10,12
51045,,10,12
51055,,10,12
51660,,10,1
51675,,10,1
51035,,10,15
51835,,6,3
51855,,6,3
52170,,6,1
52180,,6,1
50155,,10,2
50445,,10,12
51010,,10,12
51015,,10,12
51025,,10,12
51040,,10,12
51045,,10,12
51055,,10,12
51035,,10,3
50155,534510,10,1
50165,534510,10,1
50140,549190,10,5
51285,,3,1
51290,,3,1
52170,,3,2
51285,512570,10,1
51290,512570,10,1
51990,512570,10,1
52135,512570,10,1
52150,512570,10,1
52170,512570,10,1
52220,512570,10,1
52280,512570,10,1
50750,,10,6
50940,,10,1
50950,,10,1
50960,,10,1
51005,,10,12
51035,,10,12
51675,,10,1
51775,,10,3
51780,,10,3
51835,,10,3
51845,,10,3
51850,,10,3
51855,,10,3
51975,,10,3
52120,,10,3
52150,,10,2
52170,,10,2
52205,,10,3
52265,,10,3
51010,,10,12
51015,,10,12
51025,,10,12
51035,,10,12
51045,,10,12
51050,,10,12
52150,,10,2
52170,,10,2
50155,506130,10,2
51675,506130,10,1
50445,,10,3
50455,,10,3
51005,,10,12
51640,,10,1
51645,,10,1
51650,,10,1
51930,,10,2
51940,,10,2
51950,,10,2
52150,,10,1
52170,,10,1
50760,544240,10,3
51115,544240,10,1
51130,544240,10,2
51140,544240,10,1
51685,544240,10,1
51695,544240,10,1
52075,544240,10,3
50445,547940,10,1
50455,547940,10,1
50550,547940,10,1
50600,547940,10,1
50155,,10,1
50730,,10,6
50740,,10,6
50750,,10,6
51115,,10,1
51130,,10,2
51140,,10,1
51685,,10,1
52065,,10,6
50145,,10,1
50155,,10,1
50165,,10,1
50155,510860,10,1
50165,510860,10,1
51715,510860,10,1
50140,,94,1
51055,,94,12
52335,,94,4
50600,507470,27,5
51285,507470,27,100
51290,507470,27,100
51255,507470,27,30
50550,527060,12,5
51990,500110,12,3
52135,500110,12,3
52220,500110,12,3
52280,500110,12,3
51250,545150,41,3
51255,545150,41,1
51265,545150,41,2
51280,545150,41,2
50730,,41,6
50760,,41,3
51285,,41,1
51660,,12,1
51675,,12,2
51990,,12,2
52135,,12,2
52220,,12,2
52280,,12,2
51415,526340,12,12
51425,526340,12,12
51435,526340,12,12
51745,526340,12,12
51415,,12,24
51425,,12,12
51435,,12,12
50455,500370,12,22
50950,,12,3
50960,,12,3
51930,,12,2
51940,,12,2
51950,,12,2
52185,,12,12
51285,,12,1
51290,,12,1
51010,,12,12
51015,,12,12
51020,,12,12
51035,,12,12
51040,,12,12
51045,,12,12
51660,,12,3
51675,,12,3
50435,549100,12,3
50445,549100,12,3
50455,549100,12,3
51010,549100,12,12
51020,549100,12,12
51040,549100,12,12
51045,549100,12,12
51055,549100,12,24
51425,549100,12,24
50445,503240,12,2
50750,503240,12,3
50445,525750,15,2
50465,525750,15,1
50730,521940,15,3
50740,521940,15,3
50750,521940,15,3
50760,521940,15,3
51250,521940,15,1
51250,,15,2
51290,,15,2
51990,,15,1
52135,,15,1
52220,,15,1
52280,,15,1
51990,,15,1
52135,,15,1
52220,,15,1
52280,,15,1
50155,,12,5
50365,,12,36
50385,,12,36
50445,,12,3
50455,,12,3
51285,,12,1
51290,,12,1
51415,,12,36
51435,,12,36
51775,,62,1
51915,,62,1
51640,501770,12,3
51645,501770,12,3
51650,501770,12,3
51775,501770,12,6
51835,501770,12,1
51915,501770,12,6
52150,501770,12,4
52170,501770,12,4
50020,,12,3
50040,,12,3
50065,,12,3
50905,,12,4
50910,,12,4
50915,,12,4
51175,,12,3
51190,,12,3
51205,,12,3
51220,,12,3
51235,,12,3
51575,,12,2
51580,,12,2
51585,,12,2
51775,,12,3
51835,,12,6
51855,,12,6
50030,,12,1
51920,,12,1
51990,,12,9
52135,,12,9
52220,,12,9
52280,,12,9
50475,,12,3
50485,,12,3
50020,,12,2
50040,,12,2
50065,,12,2
50365,,12,12
50940,,12,6
50950,,12,3
51415,,12,12
51425,,12,12
51775,,12,3
51835,,12,3
51855,,12,3
51915,,12,3
52245,,12,6
50395,,27,1
50405,,27,1
50415,,27,1
51990,,27,2
52150,,27,1
52170,,27,1
52220,,27,2
51825,510490,27,3
51930,510490,27,2
51940,510490,27,2
51950,510490,27,2
52170,510490,27,1
52185,510490,27,12
50300,500660,12,6
50405,500660,12,1
50410,500660,12,1
50415,500660,12,1
50420,500660,12,1
51615,500660,12,4
51655,500660,12,4
51670,500660,12,4
51800,,12,4
51830,,12,4
51875,,12,4
51990,,12,1
52150,,12,2
52170,,12,2
52280,,12,1
50155,,27,2
51390,,27,10
51005,,27,12
51010,,27,12
51015,,27,12
51025,,27,12
51045,,27,12
51050,,27,12
50155,525120,27,1
51390,525120,27,5
50455,545710,12,2
51130,545710,12,1
51140,545710,12,1
51685,545710,12,1
51715,545710,12,2
50280,,12,3
50300,,12,6
50310,,12,3
50445,,12,2
50455,,12,2
51925,,12,2
51930,,12,2
51935,,12,2
51940,,12,2
51945,,12,2
51950,,12,2
52150,,12,2
52170,,12,2
52185,,12,24
52475,,12,2
52480,,12,2
52485,,12,2
50020,,12,3
50040,,12,3
50065,,12,3
51835,,12,3
51855,,12,3
51975,,12,3
52120,,12,3
52150,,12,1
52170,,12,1
52205,,12,3
52265,,12,3
51125,,94,5
51775,,12,1
51915,,12,1
51390,513160,27,2
50140,,27,1
51390,,27,4
51005,547100,23,12
51010,547100,23,12
51015,547100,23,12
51020,547100,23,12
51040,547100,23,12
51050,547100,23,12
51250,538410,23,2
51255,538410,23,1
51280,538410,23,1
51005,,12,12
51010,,12,12
51015,,12,12
51020,,12,12
51050,,12,12
51055,,12,12
51835,514780,6,3
51855,514780,6,3
52135,514780,6,1
52160,514780,6,1
52170,514780,6,1
52180,514780,6,2
52280,514780,6,1
51640,525290,12,1
52150,525290,12,2
52170,525290,12,2
51390,520650,6,10
51250,,3,2
51280,,3,1
51290,,3,1
51250,522620,3,1
51265,522620,3,1
51280,522620,3,1
51250,515700,3,1
51265,515700,3,1
51280,515700,3,1
51990,515700,3,2
52135,515700,3,2
52150,515700,3,1
